,0
2998,20
2999,95
3000,70
3001,29
3002,122
3003,29
3004,116
3005,59
3006,13
3007,70
3008,177
3009,50
3010,197
3011,114
3012,77
3013,89
3014,91
3015,178
3016,140
3017,191
3018,186
3019,108
3020,122
3021,67
3022,140
3023,70
3024,142
3025,4
3026,50
3027,154
3028,195
3029,50
3030,112
3031,140
3032,148
3033,62
3034,18
3035,138
3036,13
3037,197
3038,136
3039,169
3040,110
3041,49
3042,178
3043,49
3044,124
3045,69
3046,11
3047,137
3048,88
3049,31
3050,69
3051,83
3052,140
3053,199
3054,174
3055,22
3056,62
3057,191
3058,7
3059,9
3060,164
3061,122
3062,163
3063,197
3064,40
3065,160
3066,55
3067,182
3068,189
3069,153
3070,157
3071,22
3072,160
3073,107
3074,94
3075,125
3076,69
3077,114
3078,81
3079,182
3080,57
3081,85
3082,176
3083,99
3084,101
3085,114
3086,142
3087,81
3088,144
3089,140
3090,168
3091,176
3092,4
3093,52
3094,19
3095,111
3096,154
3097,199
3098,122
3099,179
3100,133
3101,170
3102,6
3103,129
3104,87
3105,128
3106,123
3107,114
3108,150
3109,181
3110,156
3111,84
3112,5
3113,65
3114,170
3115,31
3116,59
3117,128
3118,11
3119,66
3120,63
3121,68
3122,92
3123,96
3124,61
3125,58
3126,95
3127,86
3128,55
3129,134
3130,50
3131,167
3132,7
3133,173
3134,143
3135,114
3136,92
3137,183
3138,17
3139,132
3140,102
3141,65
3142,37
3143,197
3144,36
3145,167
3146,149
3147,195
3148,80
3149,180
3150,111
3151,11
3152,146
3153,189
3154,192
3155,133
3156,78
3157,75
3158,67
3159,165
3160,164
3161,55
3162,132
3163,50
3164,128
3165,76
3166,186
3167,179
3168,175
3169,175
3170,100
3171,180
3172,151
3173,109
3174,6
3175,9
3176,69
3177,188
3178,31
3179,23
3180,109
3181,45
3182,15
3183,82
3184,165
3185,26
3186,157
3187,93
3188,8
3189,9
3190,181
3191,16
3192,178
3193,61
3194,21
3195,118
3196,9
3197,89
3198,49
3199,62
3200,92
3201,94
3202,121
3203,22
3204,195
3205,99
3206,133
3207,45
3208,151
3209,170
3210,20
3211,80
3212,66
3213,185
3214,82
3215,76
3216,68
3217,121
3218,119
3219,109
3220,15
3221,62
3222,154
3223,153
3224,57
3225,150
3226,122
3227,21
3228,97
3229,169
3230,135
3231,105
3232,28
3233,28
3234,171
3235,53
3236,30
3237,190
3238,171
3239,51
3240,10
3241,172
3242,186
3243,58
3244,64
3245,165
3246,172
3247,150
3248,175
3249,70
3250,126
3251,33
3252,161
3253,115
3254,99
3255,167
3256,55
3257,120
3258,58
3259,191
3260,9
3261,155
3262,107
3263,1
3264,124
3265,60
3266,84
3267,184
3268,109
3269,98
3270,170
3271,113
3272,15
3273,127
3274,37
3275,45
3276,175
3277,1
3278,74
3279,192
3280,18
3281,131
3282,65
3283,139
3284,12
3285,150
3286,93
3287,68
3288,189
3289,109
3290,53
3291,168
3292,140
3293,149
3294,94
3295,0
3296,86
3297,120
3298,57
3299,137
3300,40
3301,127
3302,36
3303,100
3304,112
3305,130
3306,19
3307,113
3308,105
3309,161
3310,4
3311,86
3312,174
3313,35
3314,114
3315,171
3316,17
3317,195
3318,32
3319,194
3320,87
3321,172
3322,152
3323,55
3324,3
3325,90
3326,196
3327,1
3328,178
3329,146
3330,62
3331,115
3332,152
3333,25
3334,1
3335,130
3336,123
3337,3
3338,152
3339,120
3340,72
3341,110
3342,86
3343,157
3344,49
3345,82
3346,7
3347,80
3348,180
3349,89
3350,146
3351,89
3352,68
3353,103
3354,193
3355,78
3356,180
3357,119
3358,148
3359,128
3360,5
3361,81
3362,137
3363,148
3364,188
3365,114
3366,183
3367,14
3368,161
3369,175
3370,155
3371,99
3372,167
3373,138
3374,153
3375,142
3376,49
3377,179
3378,149
3379,159
3380,159
3381,35
3382,70
3383,192
3384,37
3385,123
3386,184
3387,48
3388,6
3389,195
3390,103
3391,120
3392,149
3393,139
3394,60
3395,142
3396,98
3397,61
3398,139
3399,47
3400,91
3401,32
3402,93
3403,177
3404,116
3405,195
3406,168
3407,180
3408,89
3409,130
3410,118
3411,112
3412,58
3413,132
3414,73
3415,73
3416,93
3417,141
3418,28
3419,131
3420,35
3421,154
3422,182
3423,102
3424,12
3425,105
3426,124
3427,192
3428,101
3429,190
3430,121
3431,109
3432,155
3433,90
3434,131
3435,166
3436,188
3437,186
3438,166
3439,52
3440,29
3441,65
3442,143
3443,74
3444,9
3445,192
3446,71
3447,77
3448,67
3449,160
3450,116
3451,145
3452,1
3453,100
3454,65
3455,151
3456,178
3457,94
3458,183
3459,145
3460,61
3461,185
3462,177
3463,110
3464,84
3465,24
3466,151
3467,190
3468,56
3469,179
3470,176
3471,126
3472,9
3473,1
3474,12
3475,46
3476,34
3477,128
3478,172
3479,88
3480,111
3481,1
3482,47
3483,31
3484,182
3485,94
3486,54
3487,65
3488,166
3489,58
3490,28
3491,176
3492,76
3493,188
3494,35
3495,61
3496,178
3497,92
3498,159
3499,118
3500,146
3501,137
3502,197
3503,84
3504,73
3505,191
3506,70
3507,178
3508,163
3509,111
3510,24
3511,47
3512,198
3513,47
3514,116
3515,164
3516,143
3517,187
3518,43
3519,120
3520,151
3521,187
3522,160
3523,1
3524,30
3525,0
3526,24
3527,72
3528,23
3529,113
3530,170
3531,138
3532,99
3533,167
3534,70
3535,47
3536,132
3537,197
3538,117
3539,131
3540,190
3541,43
3542,49
3543,100
3544,76
3545,51
3546,149
3547,148
3548,35
3549,157
3550,185
3551,66
3552,158
3553,40
3554,64
3555,194
3556,55
3557,23
3558,36
3559,53
3560,44
3561,143
3562,124
3563,36
3564,43
3565,177
3566,2
3567,161
3568,198
3569,110
3570,80
3571,70
3572,68
3573,187
3574,90
3575,85
3576,177
3577,198
3578,157
3579,11
3580,196
3581,118
3582,88
3583,38
3584,115
3585,100
3586,44
3587,92
3588,79
3589,66
3590,89
3591,79
3592,143
3593,76
3594,168
3595,47
3596,106
3597,26
3598,116
3599,7
3600,36
3601,87
3602,178
3603,198
3604,53
3605,12
3606,7
3607,80
3608,182
3609,182
3610,125
3611,88
3612,99
3613,24
3614,86
3615,52
3616,134
3617,141
3618,29
3619,5
3620,15
3621,48
3622,181
3623,95
3624,7
3625,57
3626,153
3627,93
3628,150
3629,146
3630,111
3631,46
3632,17
3633,48
3634,74
3635,111
3636,118
3637,3
3638,24
3639,56
3640,16
3641,71
3642,101
3643,101
3644,22
3645,150
3646,134
3647,93
3648,33
3649,162
3650,0
3651,106
3652,177
3653,67
3654,26
3655,69
3656,42
3657,155
3658,128
3659,26
3660,16
3661,176
3662,132
3663,24
3664,171
3665,10
3666,116
3667,56
3668,30
3669,6
3670,117
3671,157
3672,58
3673,40
3674,135
3675,191
3676,142
3677,125
3678,76
3679,83
3680,66
3681,75
3682,27
3683,29
3684,89
3685,194
3686,194
3687,89
3688,196
3689,36
3690,174
3691,52
3692,174
3693,190
3694,163
3695,139
3696,152
3697,193
3698,91
3699,170
3700,141
3701,0
3702,24
3703,95
3704,54
3705,103
3706,24
3707,124
3708,199
3709,143
3710,69
3711,80
3712,143
3713,107
3714,71
3715,165
3716,183
3717,176
3718,61
3719,184
3720,63
3721,184
3722,6
3723,40
3724,60
3725,46
3726,103
3727,54
3728,87
3729,96
3730,48
3731,95
3732,194
3733,132
3734,18
3735,126
3736,111
3737,116
3738,3
3739,76
3740,5
3741,124
3742,74
3743,69
3744,6
3745,171
3746,135
3747,191
3748,21
3749,133
3750,24
3751,13
3752,28
3753,144
3754,77
3755,81
3756,137
3757,157
3758,120
3759,68
3760,136
3761,32
3762,162
3763,175
3764,96
3765,25
3766,119
3767,123
3768,121
3769,56
3770,79
3771,137
3772,66
3773,187
3774,132
3775,128
3776,95
3777,157
3778,26
3779,19
3780,58
3781,137
3782,163
3783,78
3784,84
3785,34
3786,186
3787,174
3788,145
3789,103
3790,51
3791,185
3792,186
3793,11
3794,111
3795,186
3796,18
3797,41
3798,70
3799,6
3800,124
3801,148
3802,92
3803,157
3804,60
3805,175
3806,176
3807,124
3808,60
3809,159
3810,117
3811,64
3812,10
3813,55
3814,143
3815,157
3816,178
3817,87
3818,2
3819,180
3820,99
3821,8
3822,66
3823,152
3824,191
3825,137
3826,9
3827,51
3828,39
3829,152
3830,38
3831,178
3832,6
3833,124
3834,112
3835,176
3836,75
3837,33
3838,121
3839,46
3840,123
3841,139
3842,166
3843,79
3844,82
3845,107
3846,108
3847,25
3848,15
3849,83
3850,22
3851,183
3852,108
3853,197
3854,5
3855,101
3856,63
3857,61
3858,26
3859,142
3860,147
3861,108
3862,69
3863,169
3864,194
3865,113
3866,34
3867,54
3868,179
3869,108
3870,60
3871,188
3872,42
3873,64
3874,24
3875,30
3876,45
3877,35
3878,151
3879,198
3880,95
3881,150
3882,145
3883,19
3884,187
3885,37
3886,147
3887,181
3888,66
3889,15
3890,165
3891,7
3892,173
3893,171
3894,20
3895,192
3896,98
3897,65
3898,84
3899,98
3900,115
3901,144
3902,105
3903,16
3904,121
3905,92
3906,110
3907,44
3908,39
3909,63
3910,9
3911,195
3912,119
3913,36
3914,162
3915,176
3916,196
3917,151
3918,197
3919,144
3920,45
3921,110
3922,160
3923,145
3924,89
3925,159
3926,51
3927,22
3928,36
3929,35
3930,22
3931,78
3932,83
3933,150
3934,7
3935,127
3936,136
3937,3
3938,124
3939,141
3940,153
3941,166
3942,106
3943,110
3944,61
3945,103
3946,2
3947,120
3948,20
3949,119
3950,94
3951,111
3952,136
3953,11
3954,28
3955,65
3956,165
3957,34
3958,52
3959,182
3960,194
3961,184
3962,8
3963,34
3964,163
3965,1
3966,105
3967,102
3968,20
3969,151
3970,106
3971,8
3972,25
3973,15
3974,5
3975,169
3976,11
3977,103
3978,153
3979,38
3980,122
3981,157
3982,180
3983,149
3984,151
3985,141
3986,118
3987,172
3988,148
3989,88
3990,84
3991,66
3992,0
3993,59
3994,137
3995,88
3996,154
3997,189
3998,36
3999,174
4000,126
4001,127
4002,137
4003,82
4004,71
4005,199
4006,67
4007,167
4008,14
4009,3
4010,76
4011,110
4012,47
4013,183
4014,191
4015,163
4016,172
4017,199
4018,26
4019,125
4020,60
4021,14
4022,58
4023,71
4024,2
4025,8
4026,56
4027,188
4028,177
4029,7
4030,148
4031,159
4032,113
4033,5
4034,138
4035,89
4036,192
4037,123
4038,52
4039,71
4040,173
4041,37
4042,0
4043,85
4044,165
4045,9
4046,34
4047,48
4048,55
4049,42
4050,135
4051,159
4052,129
4053,187
4054,13
4055,0
4056,52
4057,45
4058,102
4059,71
4060,187
4061,85
4062,128
4063,123
4064,89
4065,155
4066,57
4067,181
4068,96
4069,159
4070,15
4071,83
4072,0
4073,117
4074,20
4075,117
4076,8
4077,8
4078,2
4079,182
4080,80
4081,180
4082,43
4083,190
4084,185
4085,165
4086,148
4087,99
4088,190
4089,41
4090,193
4091,161
4092,48
4093,148
4094,3
4095,48
4096,43
4097,40
4098,113
4099,149
4100,189
4101,145
4102,33
4103,95
4104,77
4105,174
4106,101
4107,98
4108,176
4109,79
4110,2
4111,146
4112,77
4113,69
4114,118
4115,14
4116,35
4117,21
4118,159
4119,141
4120,165
4121,177
4122,16
4123,161
4124,92
4125,130
4126,16
4127,129
4128,42
4129,141
4130,77
4131,53
4132,152
4133,99
4134,136
4135,117
4136,159
4137,112
4138,149
4139,135
4140,145
4141,129
4142,199
4143,111
4144,152
4145,8
4146,111
4147,170
4148,27
4149,166
4150,192
4151,120
4152,6
4153,119
4154,197
4155,24
4156,146
4157,23
4158,64
4159,65
4160,132
4161,39
4162,82
4163,67
4164,158
4165,195
4166,156
4167,100
4168,158
4169,100
4170,63
4171,99
4172,42
4173,97
4174,101
4175,56
4176,171
4177,199
4178,104
4179,172
4180,23
4181,72
4182,190
4183,16
4184,19
4185,138
4186,124
4187,75
4188,74
4189,99
4190,20
4191,148
4192,90
4193,70
4194,35
4195,85
4196,93
4197,120
4198,57
4199,48
4200,188
4201,79
4202,94
4203,84
4204,68
4205,139
4206,92
4207,66
4208,23
4209,10
4210,139
4211,3
4212,120
4213,87
4214,114
4215,133
4216,42
4217,62
4218,132
4219,123
4220,50
4221,148
4222,175
4223,148
4224,152
4225,44
4226,58
4227,73
4228,32
4229,174
4230,79
4231,25
4232,135
4233,123
4234,157
4235,66
4236,199
4237,125
4238,5
4239,92
4240,41
4241,47
4242,59
4243,105
4244,128
4245,20
4246,29
4247,197
4248,186
4249,138
4250,195
4251,100
4252,92
4253,108
4254,183
4255,104
4256,149
4257,78
4258,172
4259,196
4260,107
4261,100
4262,72
4263,169
4264,89
4265,105
4266,47
4267,34
4268,131
4269,190
4270,59
4271,155
4272,167
4273,4
4274,114
4275,6
4276,153
4277,69
4278,16
4279,129
4280,171
4281,45
4282,47
4283,7
4284,68
4285,85
4286,162
4287,170
4288,94
4289,35
4290,174
4291,86
4292,76
4293,196
4294,104
4295,14
4296,83
4297,195
4298,197
4299,106
4300,117
4301,164
4302,1
4303,47
4304,121
4305,31
4306,147
4307,114
4308,146
4309,112
4310,130
4311,65
4312,21
4313,188
4314,153
4315,20
4316,47
4317,81
4318,118
4319,42
4320,108
4321,59
4322,34
4323,78
4324,43
4325,177
4326,140
4327,18
4328,177
4329,110
4330,134
4331,81
4332,19
4333,146
4334,46
4335,171
4336,45
4337,73
4338,61
4339,146
4340,57
4341,36
4342,158
4343,120
4344,183
4345,39
4346,191
4347,100
4348,17
4349,126
4350,137
4351,19
4352,176
4353,90
4354,44
4355,95
4356,122
4357,187
4358,112
4359,148
4360,110
4361,85
4362,154
4363,93
4364,21
4365,9
4366,54
4367,5
4368,178
4369,158
4370,121
4371,184
4372,165
4373,146
4374,173
4375,3
4376,9
4377,47
4378,7
4379,179
4380,192
4381,67
4382,46
4383,95
4384,114
4385,26
4386,74
4387,24
4388,91
4389,152
4390,161
4391,147
4392,117
4393,12
4394,62
4395,6
4396,176
4397,87
4398,144
4399,65
4400,25
4401,134
4402,39
4403,160
4404,135
4405,172
4406,75
4407,62
4408,143
4409,66
4410,80
4411,77
4412,9
4413,192
4414,132
4415,16
4416,164
4417,83
4418,68
4419,0
4420,179
4421,24
4422,170
4423,123
4424,198
4425,25
4426,82
4427,58
4428,64
4429,112
4430,193
4431,115
4432,71
4433,35
4434,22
4435,163
4436,185
4437,77
4438,118
4439,48
4440,21
4441,151
4442,147
4443,151
4444,26
4445,50
4446,94
4447,88
4448,13
4449,35
4450,79
4451,113
4452,150
4453,90
4454,20
4455,196
4456,30
4457,137
4458,117
4459,59
4460,49
4461,138
4462,36
4463,183
4464,135
4465,67
4466,128
4467,85
4468,35
4469,9
4470,170
4471,158
4472,93
4473,178
4474,95
4475,32
4476,68
4477,72
4478,7
4479,25
4480,10
4481,170
4482,199
4483,36
4484,46
4485,121
4486,106
4487,101
4488,70
4489,32
4490,21
4491,193
4492,157
4493,165
4494,172
4495,119
4496,165
4497,91
4498,28
4499,71
4500,46
4501,72
4502,83
4503,45
4504,68
4505,68
4506,77
4507,182
4508,191
4509,110
4510,14
4511,183
4512,80
4513,34
4514,61
4515,52
4516,53
4517,123
4518,157
4519,62
4520,59
4521,62
4522,98
4523,136
4524,88
4525,137
4526,74
4527,15
4528,63
4529,151
4530,51
4531,37
4532,30
4533,169
4534,45
4535,37
4536,95
4537,38
4538,66
4539,169
4540,143
4541,110
4542,27
4543,170
4544,141
4545,130
4546,127
4547,36
4548,197
4549,145
4550,88
4551,120
4552,61
4553,183
4554,196
4555,20
4556,106
4557,154
4558,167
4559,94
4560,14
4561,153
4562,199
4563,191
4564,129
4565,161
4566,46
4567,133
4568,161
4569,23
4570,33
4571,32
4572,164
4573,77
4574,32
4575,59
4576,103
4577,115
4578,110
4579,42
4580,154
4581,138
4582,4
4583,57
4584,168
4585,0
4586,50
4587,42
4588,30
4589,159
4590,174
4591,133
4592,154
4593,26
4594,144
4595,125
4596,87
4597,59
4598,78
4599,16
4600,129
4601,181
4602,186
4603,155
4604,190
4605,131
4606,16
4607,124
4608,157
4609,84
4610,198
4611,161
4612,162
4613,136
4614,78
4615,196
4616,20
4617,145
4618,109
4619,119
4620,176
4621,132
4622,150
4623,81
4624,100
4625,96
4626,60
4627,19
4628,118
4629,133
4630,55
4631,90
4632,177
4633,53
4634,28
4635,145
4636,116
4637,25
4638,58
4639,189
4640,76
4641,184
4642,82
4643,22
4644,33
4645,89
4646,132
4647,146
4648,9
4649,175
4650,80
4651,54
4652,128
4653,189
4654,60
4655,32
4656,51
4657,145
4658,3
4659,23
4660,101
4661,16
4662,136
4663,143
4664,151
4665,151
4666,146
4667,9
4668,167
4669,47
4670,28
4671,67
4672,74
4673,81
4674,59
4675,85
4676,60
4677,142
4678,16
4679,105
4680,15
4681,117
4682,191
4683,109
4684,64
4685,138
4686,88
4687,180
4688,21
4689,143
4690,70
4691,172
4692,199
4693,112
4694,145
4695,94
4696,2
4697,57
4698,143
4699,164
4700,136
4701,163
4702,1
4703,132
4704,4
4705,18
4706,182
4707,133
4708,140
4709,79
4710,155
4711,5
4712,136
4713,141
4714,137
4715,11
4716,101
4717,25
4718,28
4719,74
4720,158
4721,133
4722,58
4723,139
4724,132
4725,93
4726,104
4727,160
4728,182
4729,0
4730,142
4731,170
4732,35
4733,52
4734,2
4735,98
4736,85
4737,198
4738,150
4739,131
4740,46
4741,56
4742,21
4743,48
4744,178
4745,81
4746,164
4747,85
4748,82
4749,130
4750,180
4751,113
4752,35
4753,48
4754,92
4755,145
4756,62
4757,130
4758,20
4759,79
4760,47
4761,190
4762,61
4763,73
4764,83
4765,72
4766,173
4767,161
4768,173
4769,141
4770,181
4771,147
4772,34
4773,135
4774,24
4775,96
4776,168
4777,75
4778,58
4779,46
4780,155
4781,143
4782,12
4783,21
4784,36
4785,55
4786,121
4787,51
4788,4
4789,144
4790,33
4791,46
4792,99
4793,189
4794,83
4795,194
4796,35
4797,111
4798,100
4799,61
4800,52
4801,27
4802,144
4803,182
4804,168
4805,69
4806,100
4807,189
4808,166
4809,8
4810,34
4811,47
4812,191
4813,164
4814,172
4815,82
4816,128
4817,81
4818,124
4819,156
4820,79
4821,71
4822,91
4823,121
4824,112
4825,186
4826,173
4827,31
4828,60
4829,193
4830,121
4831,81
4832,7
4833,191
4834,90
4835,111
4836,49
4837,126
4838,186
4839,175
4840,133
4841,127
4842,129
4843,60
4844,60
4845,104
4846,16
4847,126
4848,39
4849,165
4850,56
4851,165
4852,106
4853,195
4854,8
4855,103
4856,164
4857,171
4858,84
4859,98
4860,107
4861,160
4862,3
4863,91
4864,8
4865,82
4866,70
4867,38
4868,87
4869,30
4870,164
4871,86
4872,81
4873,155
4874,95
4875,31
4876,110
4877,190
4878,2
4879,183
4880,167
4881,122
4882,44
4883,53
4884,132
4885,52
4886,21
4887,105
4888,129
4889,126
4890,53
4891,51
4892,187
4893,13
4894,191
4895,182
4896,36
4897,129
4898,122
4899,158
4900,99
4901,52
4902,100
4903,126
4904,165
4905,99
4906,40
4907,93
4908,37
4909,85
4910,138
4911,85
4912,26
4913,156
4914,28
4915,18
4916,150
4917,6
4918,163
4919,80
4920,101
4921,25
4922,2
4923,176
4924,108
4925,37
4926,145
4927,37
4928,157
4929,32
4930,37
4931,33
4932,177
4933,72
4934,14
4935,91
4936,86
4937,40
4938,96
4939,199
4940,61
4941,64
4942,115
4943,138
4944,128
4945,114
4946,142
4947,117
4948,138
4949,56
4950,138
4951,46
4952,51
4953,184
4954,146
4955,41
4956,158
4957,183
4958,185
4959,106
4960,76
4961,198
4962,168
4963,141
4964,60
4965,1
4966,69
4967,25
4968,72
4969,107
4970,43
4971,51
4972,37
4973,198
4974,75
4975,134
4976,16
4977,179
4978,165
4979,83
4980,103
4981,18
4982,33
4983,123
4984,178
4985,194
4986,107
4987,102
4988,90
4989,133
4990,45
4991,15
4992,104
4993,76
4994,181
4995,113
4996,25
4997,106
4998,10
4999,20
5000,134
5001,1
5002,161
5003,87
5004,123
5005,146
5006,93
5007,125
5008,66
5009,166
5010,186
5011,171
5012,195
5013,174
5014,181
5015,156
5016,3
5017,145
5018,97
5019,128
5020,81
5021,22
5022,120
5023,31
5024,87
5025,97
5026,29
5027,188
5028,48
5029,127
5030,63
5031,136
5032,100
5033,108
5034,24
5035,26
5036,137
5037,27
5038,169
5039,184
5040,125
5041,22
5042,114
5043,178
5044,188
5045,58
5046,86
5047,9
5048,17
5049,24
5050,30
5051,157
5052,156
5053,128
5054,97
5055,90
5056,72
5057,190
5058,56
5059,133
5060,101
5061,5
5062,143
5063,53
5064,18
5065,49
5066,141
5067,21
5068,78
5069,5
5070,150
5071,112
5072,96
5073,99
5074,188
5075,29
5076,152
5077,0
5078,172
5079,186
5080,29
5081,105
5082,156
5083,7
5084,8
5085,17
5086,156
5087,79
5088,130
5089,192
5090,30
5091,35
5092,101
5093,25
5094,112
5095,39
5096,118
5097,117
5098,60
5099,91
5100,21
5101,14
5102,126
5103,24
5104,15
5105,69
5106,53
5107,56
5108,6
5109,112
5110,36
5111,11
5112,78
5113,158
5114,45
5115,13
5116,7
5117,41
5118,33
5119,167
5120,144
5121,13
5122,82
5123,54
5124,127
5125,164
5126,193
5127,14
5128,29
5129,57
5130,47
5131,192
5132,188
5133,70
5134,79
5135,80
5136,102
5137,122
5138,127
5139,131
5140,132
5141,172
5142,153
5143,165
5144,10
5145,61
5146,120
5147,45
5148,134
5149,55
5150,108
5151,199
5152,54
5153,116
5154,183
5155,160
5156,28
5157,111
5158,197
5159,101
5160,104
5161,110
5162,70
5163,115
5164,65
5165,43
5166,191
5167,5
5168,99
5169,193
5170,14
5171,169
5172,35
5173,72
5174,185
5175,181
5176,42
5177,28
5178,170
5179,58
5180,116
5181,11
5182,140
5183,43
5184,82
5185,171
5186,113
5187,159
5188,116
5189,41
5190,31
5191,113
5192,37
5193,84
5194,186
5195,36
5196,30
5197,104
5198,135
5199,52
5200,181
5201,158
5202,25
5203,190
5204,29
5205,109
5206,39
5207,116
5208,55
5209,153
5210,29
5211,129
5212,130
5213,146
5214,159
5215,196
5216,31
5217,5
5218,37
5219,57
5220,133
5221,38
5222,30
5223,172
5224,141
5225,6
5226,113
5227,6
5228,59
5229,166
5230,64
5231,2
5232,176
5233,117
5234,17
5235,61
5236,146
5237,17
5238,142
5239,77
5240,66
5241,131
5242,4
5243,150
5244,69
5245,82
5246,133
5247,153
5248,193
5249,174
5250,129
5251,83
5252,49
5253,107
5254,169
5255,42
5256,86
5257,113
5258,175
5259,165
5260,170
5261,187
5262,96
5263,67
5264,26
5265,42
5266,188
5267,154
5268,173
5269,21
5270,24
5271,71
5272,147
5273,56
5274,141
5275,26
5276,1
5277,31
5278,82
5279,162
5280,49
5281,177
5282,80
5283,195
5284,156
5285,185
5286,56
5287,110
5288,106
5289,122
5290,115
5291,72
5292,154
5293,106
5294,43
5295,108
5296,113
5297,98
5298,152
5299,145
5300,14
5301,169
5302,5
5303,174
5304,130
5305,118
5306,12
5307,96
5308,170
5309,119
5310,138
5311,49
5312,106
5313,75
5314,199
5315,157
5316,151
5317,11
5318,92
5319,29
5320,80
5321,88
5322,85
5323,88
5324,33
5325,128
5326,102
5327,91
5328,40
5329,166
5330,122
5331,175
5332,140
5333,42
5334,125
5335,135
5336,177
5337,120
5338,190
5339,0
5340,113
5341,167
5342,65
5343,183
5344,123
5345,84
5346,147
5347,82
5348,99
5349,102
5350,143
5351,190
5352,181
5353,142
5354,15
5355,190
5356,160
5357,12
5358,183
5359,149
5360,78
5361,30
5362,58
5363,187
5364,38
5365,162
5366,135
5367,55
5368,126
5369,180
5370,149
5371,27
5372,1
5373,14
5374,9
5375,175
5376,43
5377,39
5378,158
5379,77
5380,80
5381,22
5382,101
5383,171
5384,38
5385,3
5386,15
5387,17
5388,77
5389,174
5390,119
5391,13
5392,77
5393,84
5394,126
5395,119
5396,171
5397,186
5398,185
5399,42
5400,148
5401,26
5402,160
5403,119
5404,34
5405,77
5406,40
5407,21
5408,40
5409,94
5410,132
5411,96
5412,17
5413,124
5414,175
5415,166
5416,114
5417,94
5418,176
5419,153
5420,87
5421,71
5422,123
5423,123
5424,93
5425,50
5426,123
5427,184
5428,167
5429,132
5430,14
5431,112
5432,93
5433,3
5434,31
5435,95
5436,66
5437,23
5438,83
5439,78
5440,159
5441,73
5442,3
5443,103
5444,4
5445,193
5446,122
5447,51
5448,30
5449,194
5450,89
5451,152
5452,102
5453,79
5454,84
5455,139
5456,61
5457,108
5458,158
5459,178
5460,162
5461,13
5462,160
5463,149
5464,165
5465,108
5466,127
5467,74
5468,28
5469,135
5470,23
5471,137
5472,132
5473,134
5474,166
5475,3
5476,194
5477,162
5478,73
5479,103
5480,83
5481,63
5482,49
5483,148
5484,30
5485,101
5486,147
5487,169
5488,114
5489,180
5490,164
5491,17
5492,196
5493,101
5494,103
5495,72
5496,119
5497,7
5498,5
5499,177
5500,56
5501,89
5502,139
5503,123
5504,151
5505,5
5506,78
5507,90
5508,67
5509,29
5510,68
5511,113
5512,135
5513,125
5514,183
5515,137
5516,6
5517,2
5518,33
5519,59
5520,123
5521,109
5522,98
5523,88
5524,23
5525,152
5526,169
5527,179
5528,53
5529,96
5530,56
5531,8
5532,67
5533,182
5534,59
5535,188
5536,3
5537,155
5538,196
5539,72
5540,74
5541,196
5542,76
5543,88
5544,90
5545,122
5546,5
5547,20
5548,163
5549,155
5550,32
5551,25
5552,127
5553,65
5554,199
5555,139
5556,46
5557,141
5558,128
5559,185
5560,192
5561,64
5562,199
5563,35
5564,149
5565,96
5566,139
5567,76
5568,170
5569,180
5570,182
5571,185
5572,54
5573,63
5574,20
5575,23
5576,146
5577,21
5578,48
5579,53
5580,44
5581,39
5582,9
5583,140
5584,41
5585,80
5586,49
5587,114
5588,157
5589,85
5590,122
5591,143
5592,153
5593,163
5594,180
5595,116
5596,133
5597,29
5598,76
5599,156
5600,172
5601,179
5602,74
5603,52
5604,43
5605,40
5606,93
5607,180
5608,7
5609,139
5610,98
5611,181
5612,57
5613,40
5614,41
5615,175
5616,170
5617,10
5618,131
5619,96
5620,71
5621,163
5622,13
5623,47
5624,174
5625,13
5626,39
5627,125
5628,18
5629,96
5630,171
5631,118
5632,44
5633,13
5634,106
5635,91
5636,126
5637,105
5638,66
5639,153
5640,62
5641,50
5642,134
5643,54
5644,67
5645,133
5646,75
5647,174
5648,183
5649,94
5650,169
5651,41
5652,51
5653,170
5654,61
5655,106
5656,184
5657,66
5658,100
5659,82
5660,6
5661,94
5662,144
5663,4
5664,157
5665,119
5666,89
5667,32
5668,134
5669,42
5670,59
5671,107
5672,192
5673,114
5674,19
5675,143
5676,187
5677,18
5678,38
5679,26
5680,105
5681,84
5682,72
5683,123
5684,146
5685,113
5686,33
5687,50
5688,148
5689,150
5690,66
5691,60
5692,135
5693,31
5694,77
5695,44
5696,169
5697,102
5698,4
5699,62
5700,125
5701,126
5702,50
5703,12
5704,69
5705,40
5706,194
5707,54
5708,71
5709,143
5710,140
5711,35
5712,171
5713,154
5714,30
5715,31
5716,57
5717,108
5718,18
5719,116
5720,166
5721,82
5722,10
5723,147
5724,102
5725,54
5726,36
5727,11
5728,165
5729,72
5730,49
5731,169
5732,172
5733,38
5734,186
5735,24
5736,152
5737,125
5738,27
5739,190
5740,196
5741,154
5742,128
5743,86
5744,191
5745,92
5746,131
5747,14
5748,135
5749,109
5750,51
5751,125
5752,127
5753,132
5754,61
5755,10
5756,133
5757,5
5758,81
5759,194
5760,92
5761,1
5762,105
5763,198
5764,192
5765,93
5766,95
5767,18
5768,118
5769,63
5770,159
5771,181
5772,151
5773,131
5774,189
5775,111
5776,194
5777,128
5778,77
5779,159
5780,75
5781,190
5782,65
5783,74
5784,139
5785,36
5786,40
5787,58
5788,80
5789,145
5790,166
5791,54
5792,176
5793,18
5794,196
5795,4
5796,70
